35,11001
35,11001
35,11001
35,11001
35,11001
35,11001
35,11001
35,11001
36,11001
36,11001
36,11001
36,11001
36,11001
36,11001
36,11001
36,11001
36,11001
36,11001
36,11001
36,11001
37,11001
37,11001
37,11001
37,11001
37,11001
37,11001
37,11001
37,11001
37,11001
37,11001
51,11001
51,11001
51,11001
51,11001
51,11001
51,11001
51,11001
51,11001
52,11001
52,11001
52,11001
52,11001
52,11001
52,11001
67,11001
67,11001
67,11001
67,11001
67,11001
67,11001
67,11001
68,11001
68,11001
68,11001
68,11001
68,11001
68,11001
68,11001
68,11001
99,11001
99,11001
100,11001
100,11001
100,11001
100,11001
100,11001
100,11001
100,11001
100,11001
100,11001
100,11001
100,11001
101,11001
101,11001
101,11001
101,11001
101,11001
101,11001
101,11001
101,11001
101,11001
101,11001
101,11001
102,11001
102,11001
102,11001
102,11001
102,11001
131,11001
131,11001
131,11001
131,11001
131,11001
132,11001
132,11001
132,11001
132,11001
132,11001
132,11001
132,11001
132,11001
132,11001
132,11001
132,11001
132,11001
133,11001
133,11001
133,11001
133,11001
133,11001
133,11001
133,11001
133,11001
133,11001
148,11001
148,11001
148,11001
148,11001
149,11001
149,11001
149,11001
149,11001
149,11001
149,11001
149,11001
149,11001
179,10110010
180,11001100
227,11001100
253,11001100
298,11001100
298,11001100
299,11001100
307,11001100
340,11001100
383,11001100
383,11001100
384,11001100
403,11001100
435,11001100
465,11001100
483,11001100
515,0
516,11001100
516,11001100
516,11001100
550,11001
550,11001
550,11001
550,11001
550,11001
550,11001
550,11001
551,11001
551,11001
551,11001
551,11001
551,11001
551,11001
551,11001
551,11001
551,11001
551,11001
551,11001
551,11001
552,11001
552,11001
552,11001
552,11001
574,11001
574,11001
575,11001
575,11001
575,11001
575,11001
575,11001
575,11001
595,11001
595,11001
595,11001
595,11001
595,11001
595,11001
595,11001
596,11001
596,11001
596,11001
596,11001
596,11001
596,11001
596,11001
596,11001
596,11001
597,11001
597,11001
597,11001
597,11001
597,11001
597,11001
597,11001
597,11001
597,11001
598,11001
598,11001
598,11001
598,11001
598,11001
598,11001
598,11001
598,11001
598,11001
599,11001
599,11001
599,11001
599,11001
599,11001
599,11001
599,11001
599,11001
599,11001
631,11001
631,11001
631,11001
631,11001
631,11001
631,11001
631,11001
632,11001
632,11001
632,11001
632,11001
632,11001
632,11001
632,11001
632,11001
632,11001
632,11001
632,11001
632,11001
633,11001
633,11001
633,11001
633,11001
633,11001
633,11001
633,11001
633,11001
633,11001
634,11001
634,11001
659,11001
659,11001
659,11001
659,11001
659,11001
659,11001
660,11001
660,11001
660,11001
660,11001
660,11001
660,11001
660,11001
660,11001
660,11001
660,11001
661,11001
661,11001
661,11001
661,11001
661,11001
661,11001
661,11001
661,11001
719,11001
719,11001
719,11001
719,11001
719,11001
719,11001
719,11001
719,11001
720,11001
720,11001
720,11001
720,11001
720,11001
720,11001
720,11001
720,11001
720,11001
720,11001
721,11001
721,11001
721,11001
721,11001
721,11001
721,11001
721,11001
721,11001
721,11001
721,11001
721,11001
722,11001
722,11001
722,11001
722,11001
722,11001
722,11001
722,11001
722,11001
722,11001
722,11001
722,11001
723,11001
723,11001
723,11001
723,11001
723,11001
723,11001
723,11001
723,11001
723,11001
724,11001
724,11001
767,11001
767,11001
767,11001
767,11001
767,11001
767,11001
767,11001
767,11001
767,11001
768,11001
768,11001
768,11001
768,11001
768,11001
768,11001
768,11001
768,11001
768,11001
768,11001
769,11001
769,11001
769,11001
769,11001
769,11001
769,11001
769,11001
769,11001
769,11001
769,11001
770,11001
770,11001
770,11001
770,11001
770,11001
770,11001
770,11001
770,11001
770,11001
770,11001
770,11001
771,11001
771,11001
787,11001
787,11001
787,11001
787,11001
787,11001
787,11001
788,11001
788,11001
788,11001
788,11001
788,11001
788,11001
788,11001
788,11001
788,11001
788,11001
789,11001
819,11001
819,11001
819,11001
819,11001
