13,11001
13,11001
13,11001
13,11001
13,11001
13,11001
14,11001
14,11001
14,11001
14,11001
61,110011
61,110011
61,110011
61,110011
61,110011
62,110011
62,110011
62,110011
62,110011
62,110011
62,110011
62,110011
63,110011
63,110011
63,110011
63,110011
63,110011
63,110011
63,110011
64,110011
64,110011
64,110011
64,110011
64,110011
64,110011
64,110011
65,110011
151,10011001
152,10011001
152,10011001
152,10011001
153,10011001
153,10011001
153,10011001
154,10011001
154,10011001
195,11001100
195,11001100
196,11001100
225,11001100
284,10011001
285,10011001
286,10011001
286,10011001
286,10011001
286,10011001
287,10011001
316,1100110
317,11001
317,1100110
317,1100110
317,1100110
317,1100110
361,110011
361,110011
362,110011
404,11001
404,11001
404,11001
404,11001
404,11001
434,11001
435,11001
435,11001
435,11001
435,11001
435,11001
435,11001
435,11001
436,11001
436,11001
436,11001
436,11001
436,11001
436,11001
437,11001
437,11001
437,11001
437,11001
437,11001
437,11001
437,11001
438,11001
438,11001
438,11001
438,11001
438,11001
438,11001
438,11001
439,110011
439,110011
439,110011
439,110011
439,110011
439,110011
439,110011
440,110011
440,110011
440,110011
462,110011
463,110011
463,110011
463,110011
463,110011
463,110011
464,110011
464,110011
464,110011
464,11001
464,110011
464,110011
464,110011
465,110011
465,110011
477,1001100
477,1001100
477,11001
478,1001100
478,1001100
478,1001100
478,1001100
478,1001100
478,1001100
479,1001100
479,1001100
479,1001100
479,1001100
479,1001100
479,1001100
480,1001100
480,1001100
480,1001100
480,1001100
480,1001100
480,1001100
486,1001100
486,1001100
486,1001100
486,1001100
487,1001100
487,1001100
487,1001100
487,1001100
487,1001100
488,1001100
554,10110010
554,10110010
554,11001
555,10110010
555,10110010
555,10110010
555,10110010
555,10110010
556,10110010
556,10110010
556,10110010
571,10110010
571,10110010
603,11001100
651,10110010
683,10011001
683,10011001
684,10011001
684,10011001
684,10011001
684,10011001
684,10011001
684,10011001
715,1100110
715,1100110
715,1100110
715,1100110
716,1100110
716,1100110
716,1100110
716,1100110
716,1100110
763,110011
763,110011
763,110011
763,110011
763,110011
763,110011
764,110011
764,110011
764,110011
764,110011
764,110011
764,110011
764,110011
764,110011
764,110011
764,110011
764,110011
765,110011
765,110011
765,110011
765,110011
765,110011
765,110011
765,110011
765,110011
765,110011
765,110011
795,11001
795,11001
795,11001
795,11001
795,11001
795,11001
795,11001
795,11001
796,11001
796,11001
796,11001
796,11001
796,11001
796,11001
796,11001
796,11001
796,11001
810,11001
810,11001
810,11001
810,11001
810,11001
811,11001
811,11001
811,11001
843,110011
843,110011
843,110011
843,110011
843,110011
843,110011
843,110011
